s_State,s_State-Short,s_State-raw,s_Period,s_Quarter,Broad Type of Service,Services,Benefits ($),Bulk Billed Services,Patient Billed Services,Bulk Billed Benefits ($),Patient Billed Beng Rate (efits ($),MBS Bulk Billing Rate (%),Avg Patient Contribution Per Service: Out of Hospital Patient Billed ($),Schedule Fee ($),Fee Charged ($),Bulk Billed Fee Charged ($),Patient Billed Fee Charged ($)
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Total GP Non-Referred Attendances,764589,37733939,595043,169546,30297465.2,7436473.8,0.778252107,36.87742939,37692310.25,43978756.3,30297465.2,13681291.1
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Total GP Non-Referred Attendances,278007,15422843.2,249619,28388,14171639.35,1251203.85,0.897887463,46.35033296,15413966.15,16737401.72,14171639.35,2565762.37
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Total GP Non-Referred Attendances,507564,24689229.35,326671,180893,16810587.7,7878641.65,0.643605535,44.31979494,24481610.95,32703585.84,16810587.7,15892998.14
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Total GP Non-Referred Attendances,247,13108.85,200,47,11011.05,2097.8,0.809716599,32.55,13140.35,14630.92,11011.05,3619.87
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,671821,8858413.31,668521,3300,8818543.2,39870.11,0.995087977,3.152412121,8858368.7,8868816.27,8818543.2,50273.07
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,201376,2593398.2,200762,614,2585956.8,7441.4,0.996950977,1.126384365,2593348.8,2594089.8,2585956.8,8133
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,116456,1434663.05,115929,527,1428270,6393.05,0.995474686,1.626091082,1434675.6,1435520,1428270,7250
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,163497,2238502.8,162777,720,2229495.6,9007.2,0.995596249,10.24916667,2238203.35,2245882.2,2229495.6,16386.6
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,74757,940543.71,73991,766,931334.4,9209.31,0.989753468,0.478994778,940546.8,940910.62,931334.4,9576.22
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,68645,879056.85,68067,578,872385.6,6671.25,0.991579867,1.475,879341.8,879909.4,872385.6,7523.8
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,17980,218710.75,17900,80,217754.4,956.35,0.995550612,1.81125,218714.4,218855.65,217754.4,1101.25
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,25749,512421.6,25747,2,512397.6,24,0.999922327,4,512421.6,512429.6,512397.6,32
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,3353,41020.35,3340,13,40852.8,167.55,0.996122875,7.896153846,41020.35,41123,40852.8,270.2
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Practice Nurse,8,96,8,0,96,0,1,-,96,96,96,0
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,3335549,248577200.5,2099716,1235833,142477730.2,106099470.3,0.629496374,45.4076647,287638304.7,304693563.1,142477730.2,162215832.9
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,1053118,77149402.79,635302,417816,42790771.05,34358631.74,0.603258134,43.96839819,89112961.3,95520160.53,42790771.05,52729389.48
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,973299,73241213.39,596575,376724,40780076.7,32461136.69,0.612941141,45.32227653,84594022.15,90315218.82,40780076.7,49535142.12
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,668670,49307806.75,456877,211793,31198566.75,18109240,0.683262297,44.61030657,57242932.8,58755957.41,31198566.75,27557390.66
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,261126,18757166.71,197704,63422,12953364.15,5803802.56,0.757121083,46.68239633,21897627.3,21717857.65,12953364.15,8764493.5
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,273006,21379323.31,163729,109277,10957672.55,10421650.76,0.599726746,51.4570874,24691303.85,27002399.45,10957672.55,16044726.9
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,64917,5112857.7,34568,30349,2687082.95,2425774.75,0.53249534,30.96808363,5975170.6,6052708.07,2687082.95,3365625.12
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,9406,680005.55,6101,3305,394772.2,285233.35,0.648628535,63.16018457,786076.25,888749.96,394772.2,493977.76
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,31981,2947876.5,8838,23143,714215.25,2233661.25,0.276351584,64.40937173,3336390.55,4438502.59,714215.25,3724287.34
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Other Allied Health,26,1547.8,22,4,1208.6,339.2,0.846153846,115.2,1819.9,2008.6,1208.6,800
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,7899356,602875820.7,2459238,5440118,205512705.2,397363115.5,0.311321328,79.30396864,703776296.6,973413067.6,205512705.2,767900362.4
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,2777715,220217850,989260,1788455,84670363.35,135547486.6,0.356141649,86.82857527,253823944.8,355128916.7,84670363.35,270458553.3
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,2230600,170696336.6,678080,1552520,56560000.35,114136336.3,0.303989958,74.21744116,200536644.1,271486790.5,56560000.35,214926790.1
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,1418367,106225255.8,378877,1039490,31569064.15,74656191.68,0.267121979,79.46940007,124718394,173496923.9,31569064.15,141927859.7
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,562878,40950738.1,198277,364601,16187177.7,24763560.4,0.352255729,60.92905228,48638748.5,61444270.25,16187177.7,45257092.55
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,621919,44145356.21,124957,496962,9310360.9,34834995.31,0.200921663,78.93693668,51785888.85,77737381.13,9310360.9,68427020.23
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,162286,11171587.59,50844,111442,3994167.95,7177419.64,0.313298744,63.03985981,13363617.4,17322441.99,3994167.95,13328274.04
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,27050,1996066.8,11833,15217,988723.8,1007343,0.437449168,88.30964952,2373752.65,3083751.85,988723.8,2095028.05
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,98471,7467788.09,27093,71378,2231724.25,5236063.84,0.275136842,97.96065785,8529603.75,13703937.16,2231724.25,11472212.91
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Specialist Attendances,70,4841.5,17,53,1122.75,3718.75,0.242857143,125.1657895,5702.6,8654.28,1122.75,7531.53
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,486128,47300333.79,273894,212234,13661113.25,33639220.54,0.563419511,268.354917,52155003.55,118888339,13661113.25,105227225.7
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,166107,16533069.84,97483,68624,4851904.5,11681165.34,0.586868705,332.4821162,18040346.45,43475405.21,4851904.5,38623500.71
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,124202,11700263.1,84415,39787,4002358.75,7697904.35,0.679658943,401.69091,13118645.45,30129374.74,4002358.75,26127015.99
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,97484,9012468.3,48606,48878,2455869.5,6556598.8,0.498604899,162.8131625,9990273.9,20373912.84,2455869.5,17918043.34
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,25738,2606252.7,12671,13067,666279.5,1939973.2,0.492307095,196.1377985,2907123.8,6357760.1,666279.5,5691480.6
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,55746,5765190.15,23057,32689,1332762.95,4432427.2,0.413608151,182.7832884,6224993.65,14410774.26,1332762.95,13078011.31
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,6372,673534.15,2116,4256,104593.85,568940.3,0.332077841,127.6610526,785605.35,1588487.2,104593.85,1483893.35
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,3892,333131.65,2583,1309,97277.3,235854.35,0.663669065,303.7214536,373767.55,734407.5,97277.3,637130.2
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Obstetrics,6587,676423.9,2963,3624,150066.9,526357,0.449825414,268.305876,714247.4,1818217.11,150066.9,1668150.21
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,831949,115135499.6,90472,741477,8724667.95,106410831.7,0.108747051,143.2403325,149971650.4,281550278.9,8724667.95,272825611
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,266905,38686680.45,33566,233339,3123911.25,35562769.2,0.125760102,153.1332391,49922878.31,96821485.12,3123911.25,93697573.87
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,217654,29176904.78,24086,193568,2400287.95,26776616.83,0.110661876,114.795979,38003039.9,69698490.73,2400287.95,67298202.78
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,165763,22504873.34,21453,144310,2035446.55,20469426.79,0.129419714,112.850214,29576830,54674792.47,2035446.55,52639345.92
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,59769,8162630.55,5868,53901,620960.55,7541670,0.098177985,199.5762624,10688658.55,19646807.5,620960.55,19025846.95
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,89623,12020729.37,3889,85734,360684.8,11660044.57,0.043392879,223.6901278,15786150.45,29429762.69,360684.8,29069077.89
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,18418,2605681,1053,17365,127799,2477882,0.057172331,72.39595833,3440062.1,5777892.46,127799,5650093.46
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,3296,480879.3,91,3205,8878.3,472001,0.027609223,132.202625,638367.25,1186496.29,8878.3,1177617.99
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,10512,1496090.85,465,10047,46619.95,1449470.9,0.04423516,178.8265484,1914303,4311396.08,46619.95,4264776.13
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Anaesthetics,9,1030,1,8,79.6,950.4,0.111111111,-,1360.8,3155.57,79.6,3075.97
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,35305978,713237158.6,31073736,4232242,626309999.6,86927159.04,0.880126759,25.79300074,847863209,769061219,624260886.4,144800332.6
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,12145751,245914424.9,10515750,1630001,214361536.6,31552888.33,0.865796607,28.91089997,292385569.5,263954378.1,213579946.6,50374431.53
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,8779578,172950636.2,7771400,1008178,152142841.6,20807794.62,0.885167829,26.12856001,205627566.5,187559250.5,151646098.4,35913152.17
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,7069393,148677237.9,6220213,849180,130599650.7,18077587.18,0.879879362,27.20756158,176971297.9,160402684.9,130239678.5,30163006.42
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,2495747,48408621.3,2249642,246105,43115218.1,5293403.2,0.901390245,27.87920351,57390232.97,51696466.46,42887552.95,8808913.51
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,3320312,67483281.47,2949003,371309,59305411.4,8177870.07,0.888170449,17.31704831,80189944.2,73658783.81,59182335.3,14476448.51
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,705433,13651661.75,645575,59858,12265101.25,1386560.5,0.915147151,30.70553278,16194801.88,14616514.23,12237790.65,2378723.58
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,275884,5623728.85,268525,7359,5437693.3,186035.55,0.973325746,24.90274914,6616985.9,5743984.55,5423134.9,320849.65
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,513606,10522383.89,453375,60231,9077658.55,1444725.34,0.882729174,19.10498438,12480676.79,11423744.06,9059461.1,2364282.96
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Total Pathology,274,5182.3,253,21,4888.05,294.25,0.923357664,-,6133.4,5412.35,4888.05,524.3
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,6547947,876310655,5083162,1464785,700247035.4,176063619.6,0.776298586,99.18649288,944004920.3,1012269695,700247035.4,312022660.1
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,2300628,313932105.1,1807944,492684,254774017.5,59158087.62,0.785848038,89.03481986,337965577.1,353670954,254774017.5,98896936.52
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,1665867,218712029.2,1289755,376112,174684628.1,44027401.16,0.774224473,102.7117837,235344401.5,255000585.3,174684628.1,80315957.22
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,1322158,177416992.8,1073962,248196,148163125.4,29253867.43,0.812279622,95.22480532,190508038.2,200724833.4,148163125.4,52561708.02
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,456611,59413801.28,346464,110147,46144596.8,13269204.48,0.758772785,93.14954139,64234677.42,69157497.91,46144596.8,23012901.11
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,556587,73462063.07,386058,170529,51278857.8,22183205.27,0.693616631,118.2162518,79846202.95,93203086.76,51278857.8,41924228.96
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,128691,17658923.5,97242,31449,13766731.9,3892191.6,0.755623936,115.1484951,19097141.9,20762353.01,13766731.9,6995621.11
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,35860,4687995.5,30387,5473,4032239.35,655756.15,0.847378695,122.0592935,5017202.75,5298605.5,4032239.35,1266366.15
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,81523,11023520.2,51333,30190,7400057.35,3623462.85,0.629675061,116.8989887,11988164.4,14448276.26,7400057.35,7048218.91
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Diagnostic Imaging,22,3224.4,17,5,2781.35,443.05,0.772727273,-,3514.05,3503.4,2781.35,722.05
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,2757866,483994170,1165008,1592858,116467675,367526495,0.422430967,89.28777599,607036351.9,945493279.7,116467675,829025604.8
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,929392,163980654.3,430152,499240,44496186.65,119484467.6,0.462831615,101.6669489,202865091.4,331304028.3,44496186.65,286807841.7
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,580529,109615565.4,188908,391621,20049242.7,89566322.65,0.325406655,88.33603399,139985232.2,211239206,20049242.7,191189963.3
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,689565,107089117.7,360232,329333,33534390.5,73554727.24,0.522404704,88.88882665,132450224.5,201984367.2,33534390.5,168449976.7
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,186603,34327554.74,63887,122716,6719205.85,27608348.89,0.342368558,56.53203599,43828802.18,63402271.19,6719205.85,56683065.34
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,268226,49170979.66,90295,177931,8182184.75,40988794.91,0.336637761,79.82206337,62844832.28,96034888.26,8182184.75,87852703.51
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,57976,11292960.73,16991,40985,1922299.45,9370661.28,0.293069546,56.29307951,14388411.08,21079158.93,1922299.45,19156859.48
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,13610,2135003.07,6565,7045,584866,1550137.07,0.482365907,71.7843335,2727164.5,4277237,584866,3692371
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,31935,6376851.54,7959,23976,977044.55,5399806.99,0.249224988,121.5592126,7939631.64,16164035.67,977044.55,15186991.12
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Total Operations,30,5482.85,19,11,2254.5,3228.35,0.633333333,2.5125,6962.1,8087.18,2254.5,5832.68
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,2180539,101232972.4,2052355,128184,95371441.1,5861531.32,0.941214535,26.05267803,118965966.7,104572508.9,95371441.1,9201067.8
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,714035,32994231.27,677280,36755,31292467.25,1701764.02,0.948524932,26.64145504,38772370.2,33973437.95,31292467.25,2680970.7
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,555953,25972137.5,516728,39225,24139948.85,1832188.65,0.929445475,25.79796431,30519883.7,26984062.65,24139948.85,2844113.8
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,456293,21013637.95,431208,25085,19917687.8,1095950.15,0.945024359,25.78318995,24691231.35,21660409.27,19917687.8,1742721.47
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,154423,7148094.8,147040,7383,6818932.65,329162.15,0.952189764,24.45841799,8404305.4,7328671.3,6818932.65,509738.65
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,200000,9447223.45,188540,11460,8922897.95,524325.5,0.9427,24.72008988,11104967.65,9730515.68,8922897.95,807617.73
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,46898,2187622.85,44221,2677,2063128.75,124494.1,0.942918675,19.28502055,2572509.9,2239248.85,2063128.75,176120.1
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,16650,765198.75,15807,843,728494.8,36703.95,0.949369369,27.72218268,899644.4,788568.55,728494.8,60073.75
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,36275,1704314.35,31520,4755,1487400,216914.35,0.868917988,34.22928496,2000452.55,1867074.6,1487400,379674.6
Unknown,UNK,Unk,1/6/2017,2016-17 Q4 (Jun Qtr),Optometry,12,511.5,11,1,483.05,28.45,0.916666667,8.55,601.5,520.05,483.05,37
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,590649,116974581.8,450280,140369,75165671.75,41808910.07,0.762347858,48.78832175,113846743.7,124446272,75165671.75,49280600.23
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,203148,39653741.6,164921,38227,27819639,11834102.6,0.811826845,51.76714378,39177360.2,41760427.51,27819639,13940788.51
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,133038,26162769.9,98924,34114,16659102.55,9503667.35,0.743577023,46.88448402,25964286.8,28022342.5,16659102.55,11363239.95
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,117627,23378872.77,83699,33928,13851182.85,9527689.92,0.711562821,46.02608849,22331629.1,25135495.39,13851182.85,11284312.54
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,37906,9204775.85,21753,16153,3599232.85,5605543,0.573866934,55.99207838,7736788.2,10133010.45,3599232.85,6533777.6
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,62079,12959645.5,45160,16919,7899442.25,5060203.25,0.727460172,44.11296483,12343720.2,13722423.9,7899442.25,5822981.65
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,22410,3491841.85,22142,268,3423480.55,68361.3,0.988041053,4.00215859,3954737.6,3495393.94,3423480.55,71913.39
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,3736,553302.55,3567,169,508502.15,44800.4,0.954764454,60.25024096,610792.6,564275.89,508502.15,55773.74
Australian Capital Territory,ACT,ACT,1/6/2017,2016-17 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,10705,1569631.8,10114,591,1405089.55,164542.25,0.944792153,93.11016393,1727429,1612902.4,1405089.55,207812.85
Australia,AU,Australia,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,2895004,427940567.6,1723210,1171794,284333980.8,143606586.7,0.595235792,115.3399409,479350033.2,529435696.5,284333980.8,245101715.6
New South Wales,NSW,NSW,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,981136,146461895.2,611945,369191,99175118,47286777.19,0.623710678,116.6855045,164366966.2,179645028.5,99175118,80469910.46
Victoria,VIC,Vic,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,724572,108669017,449665,274907,71993469.35,36675547.65,0.620593951,141.5017727,120516284.2,136013808.7,71993469.35,64020339.36
Queensland,QLD,Qld,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,595636,86284964.73,321481,274155,57476915.15,28808049.58,0.539727283,104.7174374,97117279.93,106179899.3,57476915.15,48702984.11
South Australia,SA,SA,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,211363,32004051.99,115197,96166,21051497.45,10952554.54,0.545019705,80.9762185,36416437.88,38960754.89,21051497.45,17909257.44
Western Australia,WA,WA,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,267853,35975650.6,155229,112624,22566675.1,13408975.5,0.579530563,102.7543405,40468252.52,46058244.32,22566675.1,23491569.22
Tasmania,TAS,Tas,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,63032,10000178.51,37442,25590,6824642.9,3175535.61,0.594015738,77.23548598,11259084.45,11639372.65,6824642.9,4814729.75
Northern Territory,NT,NT,1/6/2017,2016-17 Q4 (Jun Qtr),Other MBS Services,14101,2935336.25,11116,2985,2163070,772266.25,0.788312886,254.5983835,3210897.85,3456664.28,2163070,1293594.28
